id,quantity
1431,2339
1436,2135
1443,1189
1446,1546
1447,2737
1448,1807
1449,1311
1454,2822
1460,1812
1461,1295
1462,1013
1463,1112
1467,2574
1468,1828
1470,1705
1472,2604
1473,2191
1474,1713
1475,1895
1479,2474
1494,2230
1497,3592
1498,2095
1500,1529
1502,1898
1503,1183
1504,1281
1505,2127
1509,998
1510,1930
1511,2578
1512,1494
1514,2824
1515,1281
1516,1536
1517,2637
1519,3449
1521,3002
1522,1352
1532,1714
1533,4510
1534,2318
1535,864
1539,1341
1540,2793
1552,1565
1554,2071
1555,1928
1556,2036
1557,805
1575,846
1576,484
1577,732
1578,975
1579,851
1580,956
1581,756
1585,1140
1589,3593
1600,2191
1601,1046
1602,737
1603,1691
1609,1259
1613,2054
1614,1686
1615,1825
1620,3021
1621,3189
1628,1049
1630,2090
1631,804
1632,641
1633,719
1634,502
1635,372
1636,953
1639,1336
1640,1182
1641,1515
1642,2748
1646,2251
1648,1897
1649,1836
1654,3177
1661,3082
1662,1823
1663,2385
1664,1400
1690,2363
1691,3515
1692,737
1693,1182
1694,2532
1698,737
1700,2702
1702,929
1703,755
1704,741
1705,713
1706,778
1707,739
1708,748
1709,797
1710,1419
1711,3582
1712,2858
1713,2233
1714,2377
1718,1963
1719,1909
1720,2177
1721,2049
1722,943
1723,2019
1724,1038
1725,2998
1726,3247
1727,3595
1728,2070
1729,1346
1730,1403
1732,1888
1733,1904
1734,2733
1737,1689
1744,2019
1745,2178
1746,2914
1747,2239
1752,2210
1753,1145
1754,2061
1755,754
1756,727
1757,2029
1760,2496
1761,1628
1764,1689
1765,2580
1766,709
1767,739
1768,971
1769,651
1770,498
1771,819
1772,469
1773,535
1777,2574
1778,3070
1780,1880
1782,2168
1783,2764
1788,3156
1789,1533
1791,2097
1799,3554
1801,2728
1804,1482
1805,464
1806,442
1807,326
1808,554
1811,2721
1814,1505
1823,1672
1824,2526
1825,2870
1827,2770
1829,2097
1830,2770
1831,1839
1834,1879
1835,2356
1838,1442
1839,573
1840,663
1841,700
1842,702
1843,470
1844,732
1850,1501
1853,1498
1855,1466
1856,3627
1860,2768
1861,1291
1862,1975
1864,867
1865,1061
1866,1228
1867,1099
1868,1225
1869,658
1874,1034
1878,2294
1879,4095
1881,2300
1888,2858
1889,4215
1905,2040
1908,1893
1911,1740
1913,2157
1914,749
1915,2260
1916,1349
1917,2408
1918,2961
1921,2184
1922,4308
1923,1738
1926,737
1927,3061
1930,737
1931,1478
1932,2525
1938,2496
1939,3494
1940,2229
1941,2309
1942,2007
1944,1926
1946,2736
1950,885
1951,1322
1952,848
1953,1354
1960,772
1961,714
1962,780
1963,712
1964,955
1965,450
1966,872
1967,521
1985,2982
1986,1671
1987,2063
1988,1179
1994,2814
2007,1839
2010,1214
2011,1396
2012,1219
2013,1679
2022,1553
2023,1495
2025,1490
2026,1596
2028,1422
2041,2689
2042,1958
2045,3148
2058,1668
2061,882
2069,3092
2070,3100
2074,1112
2075,1024
2076,575
2077,725
2078,596
2079,749
2080,637
2081,877
2082,2604
2083,2693
2092,702
2093,1964
2094,910
2095,729
2100,1119
2102,1151
2103,2601
2104,3032
2105,1465
2106,1305
2108,2000
2112,2351
2113,375
2114,430
2115,1003
2116,675
2117,956
2118,3442
2120,2568
2122,2060
2123,737
2132,3312
2142,2096
2143,1327
2145,1830
2147,1615
2148,2424
2151,1567
2160,2118
2161,1664
2162,2129
2164,2049
2165,1477
2166,1992
2167,1907
2168,3149
2169,1219
2170,3068
2177,1823
2181,1920
2200,517
2201,565
2202,362
2203,974
2204,737
2212,2092
2220,680
2221,982
2222,962
2223,808
2224,853
2226,2043
2227,2260
2230,2704
2231,1504
2232,1699
2238,2813
2241,3060
2242,1119
2246,1562
2254,3199
2257,1371
2258,1498
2259,1355
2260,627
2264,2690
2265,2065
2267,2636
2275,1389
2276,2191
2288,1926
2291,736
2292,1056
2293,736
2294,586
2295,617
2296,784
2297,882
2300,2619
2314,1299
2320,2371
2328,1076
2329,2004
2330,737
2333,2177
2334,1281
2335,1539
2340,1992
2341,2503
2342,1803
2343,2491
2344,2015
2345,3943
2346,2212
2351,1138
2352,1931
2353,2109
2354,1877
2364,961
2368,558
2369,569
2370,560
2371,530
2372,636
2373,511
2374,606
2375,754
2376,676
2377,400
2378,780
2379,615
2380,689
2381,524
2382,353
2383,348
2384,528
2385,480
2386,359
2387,163
2388,359
2391,1498
2395,3616
2396,1679
2397,1409
2398,3525
2407,3146
2408,3307
2410,1913
2414,1803
2415,1734
2416,3581
2419,3078
2420,1921
2422,1994
2427,1652
2429,4073
2430,3328
2431,3278
2437,2660
2438,3002
2439,1948
2440,1468
2448,1398
2449,2515
2452,2905
2454,1477
2456,2807
2457,2490
2458,1311
2459,1179
2460,1417
2461,1038
2466,2069
2467,1768
2468,1438
2470,2989
2478,1300
2480,1611
2481,3460
2482,1897
2485,878
2488,2307
2491,1222
2492,1710
2493,2958
2505,1972
2508,3480
2509,737
2514,867
2518,3140
2540,1940
2549,1449
2550,2255
2554,2533
2555,1829
2567,1779
2568,3100
2569,3235
2571,865
2572,737
2579,2059
2580,2430
2585,1847
2586,4322
2587,1439
2588,3089
2589,1488
2590,992
2591,2583
2592,1740
2595,2578
2596,1067
2597,1512
2606,1579
2607,4206
2608,2384
2609,2671
2610,3375
2613,766
2614,493
2615,495
2616,542
2617,515
2618,1825
2619,1400
2620,2677
2622,3276
2624,1694
2625,2845
2627,2599
2632,1621
2633,1809
2634,1163
2644,737
2645,2873
2646,1198
2647,3037
2650,1538
2654,1943
2657,1483
2663,4065
2664,1545
2666,662
2669,2375
2670,1629
2671,959
2672,777
2678,1755
2679,1922
2680,2178
2681,1715
2682,809
2683,1675
2693,2618
2694,1890
2706,737
2710,2943
2711,1639
2716,2442
2719,1110
2720,1816
2721,1704
2724,905
2725,1295
2728,1892
2730,3504
2733,2063
2736,1380
2737,1243
2738,1710
2739,3479
2743,1107
2749,1594
2753,1235
2754,2100
2762,1049
2763,761
2764,1325
2765,1310
2766,2986
2767,2164
2790,2629
2791,1630
2792,1067
2797,1398
2798,3529
2799,2502
2800,1213
2808,642
2809,839
2810,699
2811,793
2812,671
2813,868
2814,2018
2815,1658
2816,2041
2817,1054
2822,3821
2823,1295
2824,659
2825,964
2826,1237
2827,2228
2828,418
2829,761
2830,1061
2831,696
2832,772
2833,453
2843,3569
2844,2000
2853,1092
2868,2185
2869,2464
2872,1699
2873,1659
2880,1814
2881,2497
2883,1251
2894,563
2895,314
2896,761
2897,496
2898,922
2899,693
2909,2973
2929,737
2930,2441
2933,3856
2934,3681
2935,700
2936,950
2937,643
2938,893
2939,603
2940,614
2944,4323
2945,1623
2946,2180
2947,3076
2948,4589
2949,1038
2950,1891
2951,1048
2952,1551
2953,699
2954,564
2955,533
2956,636
2957,491
2958,463
2959,535
2963,3628
2964,1704
2965,3536
2968,3492
2974,870
2978,2209
2980,2684
2981,1720
2982,1724
2990,2781
2991,4212
2993,737
2994,946
2996,2855
3008,2470
3009,1777
3010,3192
3011,2638
3014,1503
3015,737
3024,2251
3026,1998
3027,1615
3030,2700
3031,964
3032,1273
3036,2089
3039,2007
3040,1473
3042,2583
3043,1122
3048,3500
3049,2079
3055,3158
3056,1462
3063,2434
3064,1825
3065,3519
3066,1363
3069,1840
3072,3646
3073,737
3074,2253
3075,1250
3076,1792
3080,2819
3082,2283
3083,3028
3084,3475
3087,1945
3100,1271
3101,1857
3103,2554
3104,2348
3105,1975
3109,1353
3125,1592
3134,550
3135,336
3136,790
3137,423
3138,742
3139,483
3140,509
3141,802
3142,464
3143,746
3144,2878
3145,3038
3146,3046
3147,2567
3150,2954
3153,2070
3158,3023
3159,829
3160,2315
3170,985
3180,2638
3181,2978
3182,2787
3184,1866
3185,1314
3188,1685
3190,737
3191,2354
3199,1373
3200,737
3207,1153
3208,413
3209,757
3210,1178
3211,725
3213,3139
3216,860
3217,611
3218,2390
3219,1424
3224,1211
3225,837
3226,896
3227,846
3228,531
3229,653
3245,2187
3246,4540
3247,1561
3250,2865
3251,2872
3253,1117
3254,1686
3256,1582
3261,2620
3266,2226
3267,2148
3270,3469
3271,2576
3272,1477
3274,2392
3275,2723
3276,4347
3280,2892
3281,1279
3284,1110
3288,2999
3289,2917
3294,1019
3295,2202
3299,3045
3300,1322
3301,2584
3302,2144
3303,1290
3305,2853
3306,1552
3307,1592
3308,2482
3318,2393
3319,3283
3328,1833
3329,737
3330,2907
3333,2017
3334,2658
3335,2269
3340,2022
3341,2595
3342,2146
3344,1746
3345,3401
3346,2065
3347,1521
3348,2908
3349,2741
3351,4256
3352,1954
3353,2825
3354,3810
3356,4136
3364,4345
3365,2300
3374,1679
3376,1890
3377,2618
3385,1394
3386,3040
3387,1200
3388,2165
3394,3797
3395,1681
3398,1397
3399,816
3400,1134
3401,675
3407,1168
3408,1847
3409,1310
3410,1653
3412,2911
3413,1658
3414,1719
3415,3206
3418,2199
3419,737
3427,2246
3429,2887
3430,2628
3431,3483
3432,1093
3433,3001
3442,2574
3444,4414
3445,2037
3446,1803
3447,1669
3452,1418
3460,1608
3466,3314
3477,2553
3481,1797
3483,2205
3491,4135
3492,3680
3493,3407
3494,2021
3500,737
3503,1812
3504,2565
3505,1295
3506,3140
3508,1476
3513,3000
3514,2574
3516,3381
3519,3526
3525,3391
3527,714
3528,735
3529,774
3530,878
3531,868
3532,965
3534,1484
3535,2344
3537,745
3538,602
3539,634
3540,674
3541,667
3542,745
3543,652
3544,533
3545,663
3546,737
3555,1733
3566,2731
3574,4125
3575,2455
3580,3568
3581,1897
3583,1903
3584,3578
3585,2275
3589,3011
3599,1808
3600,712
3601,509
3602,622
3603,562
3604,682
3605,586
3606,587
3607,608
3612,1109
3613,1569
3614,1504
3615,1103
3618,1997
3619,1831
3620,1128
3621,1629
3623,3109
3624,4292
3628,2026
3630,2415
3631,2604
3632,3090
3633,2263
3636,1546
3637,2127
3639,2599
3640,2271
3641,3031
3642,1965
3643,1239
3645,1988
3651,892
3652,971
3653,486
3654,830
3655,673
3656,914
3657,525
3660,3616
3661,2146
3662,1866
3663,3244
3664,988
3665,2238
3667,737
3675,1647
3676,2166
3677,1046
3679,2771
3681,1331
3685,2470
3686,1956
3687,2032
3688,3240
3691,1975
3694,2495
3695,3399
3696,1338
3698,2441
3706,1222
3707,3144
3708,2770
3715,1590
3716,1896
3717,2414
3718,1083
3720,737
3721,2208
3722,3928
3723,701
3724,433
3725,592
3726,771
3727,813
3728,902
3729,941
3731,737
3739,2163
3740,456
3741,458
3742,636
3743,643
3744,411
3745,897
3746,1529
3747,2639
3748,3414
3749,3476
3751,1453
3754,3252
3760,2504
3761,2291
3762,2433
3764,3616
3765,2779
3769,563
3770,588
3771,917
3772,825
3773,762
3774,411
3775,715
3776,3004
3780,3345
3781,1973
3784,4345
3785,3287
3794,907
3795,505
3796,704
3797,655
3798,564
3799,804
3800,896
3801,813
3802,467
3812,3031
3813,2733
3814,1774
3818,3133
3819,2543
3820,3287
3821,1888
3822,2188
3826,532
3827,1740
3828,1488
3829,859
3830,2615
3834,737
3835,3744
3840,1743
3842,2172
3843,1397
3855,3959
3856,1657
3858,1203
3864,2284
3867,658
3868,1705
3869,1905
3870,1315
3872,2896
3876,2816
3877,2726
3884,3490
3885,1975
3886,2749
3890,3136
3891,2516
3892,2151
3893,2838
3894,3203
3895,2785
3898,2352
3899,3517
3900,1881
3903,2148
3904,2763
3905,4096
3906,2464
3907,2586
3911,3039
3912,554
3913,2253
3914,1353
3915,1689
3927,1318
3928,1967
3932,2101
3937,2290
3938,1185
3939,1216
3940,1544
3944,1821
3948,1615
3949,2600
3950,1936
3951,1493
3960,3497
3961,2219
3964,737
3965,2967
3966,1659
3971,910
3972,1150
3973,1504
3974,390
3975,728
3976,2099
3977,3264
3978,1762
3984,1720
3985,2179
3998,2379
3999,2889
4005,2251
4007,1748
4008,944
4009,466
4010,745
4011,392
4012,897
4013,710
4014,815
4015,5013
4026,1855
4032,1998
4033,2348
4034,2916
4035,3850
4036,3244
4039,2393
4040,916
4041,458
4042,537
4043,727
4044,806
4045,506
4046,783
4047,515
4048,750
4049,543
4050,440
4051,725
4052,1627
4053,2071
4054,1995
4055,1897
4056,1824
4057,1583
4058,2717
4059,2027
4060,1740
4061,2922
4062,1657
4064,1790
4072,1903
4073,1578
4076,2892
4083,2281
4084,1891
4085,2245
4087,2511
4088,2491
4089,1195
4090,2847
4091,2773
4092,2744
4093,524
4094,1219
4095,763
4096,1004
4097,669
4101,2458
4108,2123
4117,540
4118,916
4119,852
4120,1463
4121,774
4122,839
4123,2404
4124,452
4125,1216
4131,2453
4132,1766
4136,3322
4137,3514
4138,3046
4145,2462
4152,3744
4153,2513
4155,2038
4158,2064
4159,1747
4162,1644
4163,1062
4168,703
4169,477
4170,636
4171,569
4172,1617
4173,872
4174,721
4175,1326
4178,1174
4179,633
4180,690
4181,832
4182,852
4183,2123
4186,1749
4193,2082
4200,658
4201,572
4202,688
4203,515
4204,793
4205,675
4206,684
4207,831
4208,685
4209,1886
4214,789
4215,737
4217,2782
4218,2504
4222,2597
4223,2714
4224,424
4225,532
4226,658
4227,710
4228,819
4230,1662
4231,2129
4237,2250
4238,1981
4239,1961
4246,1888
4249,1266
4251,1772
4256,1479
4257,2180
4259,1935
4263,2197
4264,2937
4267,2978
4270,709
4271,464
4272,1020
4273,580
4274,752
4293,1604
4295,1611
4302,3591
4303,3201
4304,3473
4305,1291
4314,2903
4315,1604
4316,1303
4317,2308
4325,3294
4326,3302
4327,2697
4334,2752
4335,1065
4336,639
4337,1322
4338,617
4339,522
4340,2547
4342,1116
4357,2435
4358,1617
4359,1934
4360,1226
4361,1280
4365,2699
4366,1349
4367,984
4370,878
4380,1469
4381,3164
4392,1872
4396,1118
4397,1644
4398,2068
4401,2656
4402,1338
4403,1007
4404,1147
4409,589
4410,603
4411,835
4412,608
4413,427
4414,588
4415,433
4416,842
4427,2734
4428,3978
4433,1715
4434,1995
4435,2131
4448,2576
4451,2490
4455,2350
4457,1298
4458,1431
4459,1900
4460,3033
4462,1982
4463,2527
4464,4286
4467,2559
4468,2082
4474,2106
4475,3526
4476,1575
4477,2073
4478,3656
4482,2154
4483,1920
4484,1553
4485,1472
4486,2854
4487,2703
4488,1378
4489,1570
4490,1104
4491,1197
4492,677
4493,470
4494,630
4495,676
4496,555
4497,395
4498,728
4499,553
4508,3768
4509,704
4510,1585
4511,1250
4512,1316
4513,566
4516,1791
4526,1618
4527,3238
4535,1612
4536,3022
4537,2880
4541,796
4542,786
4543,830
4544,723
4545,838
4546,1217
4547,2857
4549,2406
4551,1940
4553,2381
4575,2778
4583,3444
4588,3394
4589,2007
4592,1644
4596,1636
4599,2753
4600,2571
4604,3109
4606,1397
4607,1442
4608,800
4609,1967
4610,1259
4611,1938
4614,3255
4615,1767
4616,1699
4619,1526
4622,3427
4623,737
4624,410
4625,629
4626,784
4627,866
4628,469
4629,710
4630,1698
4635,1041
4636,1320
4637,1490
4640,2882
4641,3398
4642,2223
4647,446
4648,668
4649,409
4650,518
4651,643
4652,399
4653,663
4654,606
4656,2726
4659,3650
4660,2896
4661,1691
4665,2730
4666,966
4667,466
4668,896
4669,601
4670,900
4671,546
4672,884
4673,2072
4674,2444
4675,2920
4686,1789
4687,1718
4691,2798
4692,1509
4693,1169
4694,1552
4704,1326
4720,1404
4721,752
4723,2144
4724,2318
4725,2257
4726,3626
4727,2655
4733,3403
4736,2601
4737,1084
4740,1862
4741,1632
4748,2237
4749,1478
4750,2034
4756,2775
4757,3694
4758,1340
4759,1766
4761,2740
4762,2173
4778,1671
4779,988
4780,707
4781,790
4782,1009
4783,794
4784,802
4785,2988
4786,730
4787,2206
4789,1914
4790,3079
4791,1348
4795,1758
4796,2447
4798,2796
4799,1247
4800,1907
4803,2671
4811,1493
4812,1822
4813,1487
4814,1169
4820,1536
4821,1120
4823,2302
4840,1139
4841,1684
4842,1853
4843,1553
4844,1809
4852,2136
4853,1148
4854,2772
4861,782
4863,2263
4864,1156
4865,1745
4866,4691
4867,1964
4869,1343
4870,2648
4871,2581
4872,3191
4873,1540
4879,1236
4880,455
4881,592
4882,929
4883,715
4884,710
4885,767
4886,887
4888,2618
4889,2788
4896,1023
4897,2886
4901,4107
4904,2123
4908,1848
4911,3095
4927,2300
4928,1662
4929,1626
4934,1288
4935,432
4936,993
4937,599
4938,685
4944,3127
4946,1806
4947,3065
4950,1399
4951,2916
4956,1269
4968,2436
4969,2806
4970,2416
4971,2304
4972,3423
4982,650
4983,666
4984,764
4985,569
4986,863
4987,444
4989,1542
4990,584
4991,1444
4992,693
4993,497
4994,2790
4996,2872
4997,2451
4998,2653
5005,1846
5007,3303
5011,1995
5012,1888
5013,1744
5024,2874
5033,3624
5045,4187
5046,1452
5051,3057
5052,620
5053,1932
5054,955
5055,1198
5056,500
5058,1977
5059,1950
5060,2267
5061,2108
5062,1765
5075,2828
5081,3193
5084,923
5085,2083
5087,737
5092,986
5093,707
5094,463
5095,711
5096,481
5097,853
5105,1340
5107,1085
5109,1975
5121,1720
5122,1674
5123,3176
5125,724
5126,710
5127,673
5128,671
5129,624
5130,478
5131,737
5132,1492
5133,1993
5134,3272
5135,1339
5136,1311
5137,1186
5138,3835
5147,1898
5148,4232
5150,376
5151,495
5152,839
5153,771
5154,518
5155,811
5156,727
5157,783
5158,473
5159,720
5160,610
5161,730
5162,2326
5164,2542
5165,2466
5166,1631
5169,1014
5170,1429
5171,1699
5172,667
5173,1539
5175,2735
5179,1117
5180,1576
5181,1437
5182,3087
5194,738
5217,2719
5218,1988
5219,1503
5222,2060
5223,2853
5224,1500
5228,1429
5232,1925
5233,2884
5235,2019
5237,3125
5238,2557
5242,1754
5243,1252
5244,2304
5245,1616
5246,3000
5247,1879
5254,1357
5255,2303
5256,3015
5262,1379
5264,1710
5270,3174
5271,2613
5272,3354
5273,2377
5276,2491
5277,1434
5278,2377
5279,976
5280,1945
5281,2264
5282,1755
5283,3814
5291,1679
5292,1077
5293,1154
5294,1180
5303,2349
5306,2281
5307,1093
5308,1900
5309,1349
5310,1322
5312,3072
5315,2079
5316,1730
5317,2719
5318,1430
5319,2125
5320,1594
5321,2585
5322,2166
5332,2156
5340,1200
5343,2399
5344,3318
5348,2557
5349,2773
5351,1202
5362,1329
5369,1545
5370,3834
5371,1961
5375,2119
5377,818
5382,2041
5384,2929
5386,1320
5387,2732
5388,2259
5398,2423
5399,2722
5400,2428
5401,1672
5402,2577
5403,2093
5404,3413
5411,2706
5412,2438
5415,2572
5420,1507
5421,1526
5422,754
5423,1421
5424,884
5425,749
5426,3824
5432,3193
5436,737
5438,1182
5439,3091
5453,3467
5462,737
5464,3954
5467,1265
5468,2434
5469,1657
5472,1673
5475,2541
5483,1829
5485,4357
5486,2979
5487,2603
5490,1886
5491,2608
5492,1388
5493,2342
5494,2378
5495,1598
5499,1751
5500,2202
5501,2096
5503,2894
5505,2737
5506,1579
5508,3557
5509,2269
5510,1910
5512,1784
5514,1268
5516,1091
5517,1557
5518,628
5519,599
5520,1470
5521,3619
5522,1124
5523,1688
5524,1621
5525,1660
5528,2352
5529,2534
5530,2434
5532,1716
5533,1501
5534,1579
5535,1296
5536,1243
5538,2391
5539,2781
5541,1924
5543,1422
5544,1042
5551,1997
5552,728
5553,825
5554,867
5555,657
5556,784
5557,792
5558,866
5559,882
5560,737
5562,3093
5563,2946
5565,737
5566,2668
5567,2376
5569,2371
5574,2620
5578,1067
5582,1546
5584,1510
5591,975
5592,2686
5593,870
5594,1489
5595,1008
5596,3792
5597,2386
5599,737
5601,1667
5602,992
5612,1682
5614,2344
5616,2571
5622,3959
5625,2095
5631,2973
5632,3495
5633,1303
5634,1931
5635,1873
5636,1412
5637,4113
5638,2058
5649,1283
5650,1200
5651,1454
5652,1413
5661,1738
5662,3267
5668,2591
5671,1811
5687,393
5688,606
5689,902
5690,455
5691,438
5692,805
5693,419
5694,756
5695,749
5696,788
5710,1534
5711,3422
5713,2321
5716,2770
5718,737
5724,1208
5725,1611
5726,2030
5746,1054
5750,973
5751,737
5752,2035
5753,595
5754,428
5755,677
5756,824
5757,742
5758,676
5759,683
5760,783
5767,2368
5770,2604
5771,1621
5772,1810
5773,602
5774,804
5775,3026
5776,1802
5781,1916
5798,3595
5799,2044
5800,1544
5801,2903
5804,2539
5809,1663
5811,737
5816,3098
5817,1702
5818,2375
5832,546
5833,1020
5834,724
5835,864
5836,770
5837,782
5838,670
5839,777
5840,1080
5841,1656
5842,3555
5843,3116
5844,714
5845,613
5846,923
5847,685
5848,959
5849,705
5854,3092
5855,1744
5856,3445
5858,4900
5859,1408
5860,4019
5861,2325
5863,1241
5864,2820
5865,3724
5869,1945
5878,2857
5879,2417
5881,1928
5896,879
5897,1781
5900,1475
5903,3113
5904,1187
5905,1999
5915,3504
5918,1837
5919,1676
5921,3199
5922,3107
5923,1315
5924,2768
5925,1362
5933,2417
5934,2153
5937,3616
5939,2233
5941,1694
5942,1590
5943,2381
5946,1570
5947,896
5948,1578
5949,822
5952,737
5957,1456
5964,4176
5971,1307
5973,737
5975,2523
5976,1599
5977,415
5978,853
5979,800
5980,747
5981,964
5982,562
5983,852
5984,619
5985,902
5986,828
5987,526
5988,818
5995,737
5996,1939
5998,756
5999,740
6000,932
6001,834
6002,713
6003,705
6004,755
6005,904
6009,1983
6010,2644
6011,2041
6012,1486
6013,2879
6014,899
6015,2617
6018,753
6020,796
6032,1871
6033,2049
6034,1191
6035,1890
6036,2749
6037,3046
6046,1650
6047,1593
6048,3370
6049,1444
6050,1672
6051,1565
6052,1641
6053,2035
6054,1757
6055,3654
6057,943
6066,2226
6067,2077
6072,2687
6073,2178
6074,2555
6075,1169
6076,697
6077,2857
6081,977
6085,1670
6091,1765
6097,3057
6098,3623
6099,1493
6100,1487
6101,1751
6112,825
6115,1417
6116,4185
6117,3086
6121,3293
6126,725
6127,1142
6128,936
6129,679
6130,731
6131,803
6132,3103
6134,4382
6138,4196
6139,2824
6140,1779
6141,2280
6142,517
6143,2763
6146,658
6147,941
6148,1677
6149,896
6151,1727
6152,1578
6153,1316
6154,1113
6159,1399
6163,2453
6164,3394
6170,962
6172,2764
6173,2510
6185,2294
6186,2630
6188,1482
6189,3942
6194,744
6195,742
6196,664
6197,865
6198,454
6199,970
6200,2733
6203,1901
6204,2675
6207,2055
6208,4324
6212,1253
6213,1629
6214,1107
6216,1336
6217,1738
6218,3008
6219,975
6220,930
6221,826
6222,805
6223,1018
6233,1146
6234,3790
6235,2850
6249,1985
6250,1667
6268,540
