city_id,population,education_level,median_income
0/57/0,33108.0,5,1860.4540806678453
0/57/1,17040.0,6,1731.2534819588832
0/58/0,67500.0,5,1747.658982053228
0/58/1,5434.0,6,1609.9141284985515
0/59/0,23973.0,5,1633.307443396401
0/60/0,2758.0,5,1571.1049408689742
0/62/0,77939.0,5,1844.4082771069616
0/62/1,8202.0,6,1580.9622380197272
0/63/0,13907.0,7,1909.2968109511055
0/63/1,28947.0,7,1969.4527963044181
0/65/0,23193.0,7,1905.4058203701043
0/65/1,13721.0,6,1869.975551501852
0/66/0,4165.0,6,1505.9672094969633
0/66/1,7287.0,6,1750.397447457142
0/67/0,358.0,5,1054.6061005213007
0/68/0,6109.0,6,1557.468703459346
0/69/0,31121.0,5,1527.0763222568776
0/70/0,4603.0,4,
0/72/0,13458.0,5,1452.3598708036948
0/73/0,3340.0,5,1700.6465190590295
0/75/0,2600.0,4,1589.3535650113092
0/76/0,16915.0,6,1798.9385269520797
0/77/0,20314.0,6,1830.3804046647945
0/78/0,24060.0,6,1689.1115946100472
0/78/1,598.0,7,1501.0769867541112
0/79/0,19179.0,7,2109.941710555519
0/79/1,3511.0,6,
0/80/0,1476.0,7,1646.499314828559
0/80/1,24650.0,7,1940.02870644837
0/82/0,17523.0,5,1669.5299726393228
0/85/0,57210.0,6,1771.021210189992
0/85/1,2200.0,6,1567.119756505564
0/86/0,37533.0,6,1777.476686227381
0/86/1,449.0,6,1303.6669430721292
0/87/0,1688.0,5,1278.2833158088986
0/89/0,3404.0,6,1628.0606599386722
0/90/0,83741.0,6,1888.7445642248379
0/90/1,15692.0,6,1835.959329898416
0/93/0,843.0,6,1367.3478205503852
0/94/0,,6,1555.405615605179
0/94/1,3461.0,6,1655.8091083006743
0/95/0,1943.0,6,1458.3750167312915
0/96/0,246.0,6,
0/99/0,28654.0,7,2161.405110020844
0/101/0,4959.0,6,1722.3566256537663
0/103/0,11972.0,6,1764.5244734038326
0/104/0,2698.0,6,1510.597161319567
0/104/1,18958.0,7,1997.8673662748117
0/106/0,7716.0,6,1855.735209361171
0/106/1,1439.0,6,1457.893327569514
0/107/0,,5,1318.946970979504
0/107/1,3980.0,5,1635.339881245474
0/108/0,1390.0,5,1354.0047785405097
0/109/0,6239.0,5,1538.3007762298869
0/110/0,1504.0,5,1226.9404250010896
0/111/0,11283.0,5,1598.9216736108128
0/113/0,15054.0,5,1580.412342801842
0/114/0,14136.0,6,1825.638439175803
0/115/0,32786.0,6,1852.6818240270832
0/118/0,2674.0,6,1633.1339148821426
0/121/0,21492.0,8,2143.1252907986554
0/121/1,1180.0,7,1592.259613982891
0/122/0,33553.0,7,2011.6431917711998
0/122/1,40611.0,7,1998.7564042628587
0/123/0,6182.0,6,1718.4554354710085
0/124/0,27384.0,8,2113.0997388101127
0/124/1,2250.0,7,1719.0616055146234
0/126/0,12600.0,7,1938.9138115302649
0/126/1,31251.0,7,1990.8992732788506
0/127/0,14353.0,7,1902.444181398903
0/127/1,524.0,7,1559.5701637286913
0/129/0,526.0,6,1246.920361002066
0/130/0,2706.0,5,1398.9771592207805
0/131/0,25099.0,6,1690.4879741449172
0/132/0,1127.0,5,1395.157420800359
0/133/0,10918.0,5,1613.6492787736915
0/136/0,3128.0,5,1357.8475720008948
0/138/0,18127.0,6,1783.9698653821588
0/139/0,2342.0,5,1354.6156172457568
0/140/0,2729.0,5,1421.294626079824
0/140/1,2659.0,5,1677.5790979234469
0/141/0,1697.0,7,1557.3169145028387
0/142/0,9374.0,5,1573.762168210721
0/143/0,3496.0,7,1673.7163819674356
0/143/1,45235.0,6,1872.4807930971253
0/144/0,9701.0,6,1671.3284443539185
0/145/0,14176.0,7,1909.728368015386
0/146/0,3043.0,6,1695.2280742385494
0/147/0,16381.0,6,1856.2342025179087
0/149/0,251.0,6,1154.5464037576187
1/0/0,6016.0,5,1408.3229506653229
1/2/0,25805.0,5,1657.6973441457112
1/3/0,1028.0,5,1119.6503350505088
1/4/0,24942.0,5,1814.158768763588
1/4/1,25312.0,5,1685.6157172906221
1/5/0,4679.0,5,1397.8954864565553
1/8/0,8591.0,7,1817.5390094846643
1/8/1,4797.0,6,1866.8279920376294
1/9/0,1893.0,6,1532.9471884361021
1/11/0,12507.0,5,1461.9189985478117
1/12/0,2695.0,5,
1/13/0,3306.0,5,1421.2808842034026
1/13/1,23553.0,5,1566.451650167779
1/15/0,6327.0,5,1685.246893063646
1/15/1,2912.0,6,
1/16/0,6487.0,5,1438.4741287027723
1/19/0,3125.0,3,1065.8344802060374
1/22/0,187.0,4,687.0006390060829
1/23/0,10623.0,4,1395.0269867587108
1/24/0,10880.0,4,1342.27869719573
1/25/0,703.0,5,1160.2704821741127
1/26/0,4083.0,5,1315.8824463989072
1/27/0,100.0,6,1011.217821683243
1/28/0,2829.0,6,1868.8003463182004
1/29/0,340.0,6,1382.721081680465
1/30/0,24892.0,6,1772.6340345519916
1/31/0,,6,1562.1595922040906
1/32/0,19600.0,7,2063.864847676174
1/32/1,11197.0,6,1758.4598822328344
1/34/0,6302.0,6,1616.0439987273546
1/34/1,17096.0,6,1731.2325525894978
1/35/0,1917.0,6,1570.2495077942956
1/35/1,411.0,7,1396.9680585149626
1/37/0,28778.0,6,1758.7725107476474
1/37/1,6913.0,6,1565.1739888479246
1/38/0,6692.0,6,1607.8034480966278
1/38/1,15199.0,7,1833.7176890653009
1/39/0,18276.0,7,1858.8943667802487
1/41/0,993.0,5,1322.2691330376679
1/42/0,9344.0,5,1567.3919999386446
1/42/1,39136.0,6,1744.5560971148238
1/44/0,5239.0,6,1627.6818530203586
1/45/0,17930.0,6,1734.6777686735475
1/45/1,15024.0,6,1774.243532913369
1/46/0,9346.0,6,2157.5239511730965
1/47/0,37628.0,6,1885.625758203049
1/48/0,40865.0,5,1676.6721224476953
1/48/1,1166.0,5,1496.7185166822817
1/50/0,19211.0,5,1490.4373702302667
1/52/0,890.0,5,1329.8503212286244
1/53/0,12952.0,4,1337.2532107810657
1/54/0,33551.0,4,1560.9485015895868
1/55/0,4029.0,5,1382.1527432379723
1/56/0,23392.0,5,1562.0614372032712
1/56/1,1331.0,6,1393.7190143540138
1/59/0,5702.0,5,1774.5956817690912
1/59/1,43361.0,5,2096.516777667628
1/60/0,4475.0,6,1582.1948467551297
1/63/0,10214.0,6,1847.5663471390158
1/65/0,2335.0,5,1350.4162893452544
1/65/1,180.0,6,1064.7158917721126
1/67/0,15156.0,6,1840.8861001798593
1/68/0,41757.0,5,1666.4830815218208
1/71/0,178.0,5,836.2186683358287
1/72/0,2265.0,4,1142.1283869458598
1/73/0,7864.0,4,1387.3562919616122
1/74/0,13760.0,5,1505.5365614292577
1/76/0,33639.0,5,1617.6720061815747
1/76/1,29769.0,6,1777.5111434610453
1/77/0,3390.0,6,1879.090198294129
1/79/0,28537.0,6,1949.6143311817416
1/79/1,2838.0,6,1517.1198948476683
1/80/0,42201.0,6,2017.819689734519
1/80/1,2776.0,6,1494.4785553023912
1/83/0,37929.0,6,1843.2114252124147
1/83/1,1597.0,6,1520.6129509217421
1/84/0,25147.0,6,1908.089307524057
1/84/1,16003.0,6,1767.6069462512385
1/86/0,2395.0,6,1527.4759791955273
1/87/0,6263.0,6,1620.5017689423262
1/88/0,8203.0,5,1544.653722498533
1/88/1,8928.0,6,1625.2779343177008
1/89/0,30173.0,6,1806.9650522344255
1/89/1,23438.0,6,1768.6619153870242
1/90/0,9571.0,5,1551.0318084479964
1/91/0,27788.0,6,1779.3341143002713
1/91/1,2212.0,6,1475.4884269523259
1/92/0,100.0,6,959.9538818628491
1/93/0,49702.0,6,1878.8836904370703
1/93/1,2930.0,6,1660.2992407608835
1/94/0,5458.0,5,1482.856354811422
1/96/0,11851.0,7,1871.688472189645
1/97/0,22799.0,6,1680.8912866591882
1/98/0,80110.0,6,2026.0470818370027
1/98/1,5017.0,6,1673.8275944369118
1/99/0,10655.0,6,1747.5164150517567
1/100/0,3278.0,6,1823.4515795391883
1/100/1,2971.0,7,1626.6598775805019
1/102/0,37685.0,7,1982.758351949752
1/102/1,19784.0,7,1921.759153561178
1/104/0,10647.0,7,1817.384711627175
1/105/0,251.0,6,1177.7217437770955
1/107/0,18582.0,4,1374.7865497388152
1/107/1,3958.0,5,1936.9646657251242
1/111/0,16468.0,5,1580.668700697198
1/113/0,27539.0,5,1770.6138629569184
1/114/0,12330.0,5,1458.6138207914003
1/114/1,61357.0,6,1855.551244408813
1/115/0,24015.0,6,1953.1665957750688
1/115/1,11099.0,6,1742.8011467535134
1/117/0,67111.0,6,1952.4350920342586
1/117/1,27357.0,6,1848.0763498125048
1/118/0,22218.0,6,2056.5207365424994
1/118/1,20155.0,7,1951.7881902571212
1/119/0,11145.0,7,1917.1006565066882
1/120/0,10286.0,8,1971.546463412701
1/122/0,12030.0,7,2155.65811650858
1/123/0,4189.0,7,1719.4131548295786
1/124/0,40515.0,7,1958.5767525564777
1/124/1,7584.0,8,2027.7074292100701
1/125/0,9840.0,6,1876.7123050784178
1/127/0,10563.0,6,1720.4196483823926
1/127/1,6801.0,6,1673.9801435832771
1/128/0,10477.0,5,1536.5404874708931
1/133/0,3592.0,6,1603.5686274211778
1/134/0,13150.0,5,1686.3211918800298
1/136/0,5652.0,5,1509.075290507029
1/137/0,2620.0,6,1491.6958978928267
1/137/1,15824.0,5,1452.1160693006648
1/138/0,13422.0,6,1656.2982228150524
1/139/0,4254.0,5,
1/139/1,9973.0,5,1387.0074522647242
1/141/0,7745.0,6,1792.0659645819896
1/142/0,1779.0,6,
1/143/0,3440.0,6,1688.3223161623525
1/144/0,2011.0,7,1648.542168712547
1/145/0,11405.0,6,1617.0766857537087
1/146/0,3491.0,7,1793.498373147616
1/146/1,7266.0,7,2119.3342334160448
1/148/0,15441.0,6,1762.3943892162897
1/148/1,17392.0,6,1862.578259056063
1/149/0,470.0,6,1252.5443403036188
2/0/0,18005.0,5,1497.459663054561
2/2/0,1331.0,5,1310.8715382522935
2/3/0,2851.0,6,1507.572117254505
2/3/1,56723.0,5,1761.6954453735145
2/4/0,8603.0,6,1647.7853781118374
2/5/0,45544.0,7,1959.6803144621276
2/5/1,2427.0,6,1579.413338763662
2/6/0,2920.0,6,1496.5185671082327
2/6/1,6772.0,6,1646.4660506949558
2/7/0,16498.0,6,1737.4273470500214
2/7/1,18364.0,6,1674.2888435921238
2/8/0,6267.0,5,1483.4638668956197
2/8/1,36670.0,5,1833.095694090998
2/9/0,205.0,6,1109.1593349448526
2/9/1,68151.0,6,1953.3952634145862
2/10/0,18139.0,6,1832.460589804438
2/11/0,10689.0,6,1751.319197102438
2/13/0,684.0,4,1104.0835321998043
2/14/0,1603.0,5,1167.0115991670384
2/16/0,17130.0,5,1638.5484948128667
2/16/1,38995.0,4,1650.5035355703687
2/17/0,7508.0,4,1283.2151081851591
2/21/0,2895.0,5,1361.0725998294383
2/22/0,875.0,4,1263.678151167191
2/23/0,14415.0,4,1401.2533544251737
2/24/0,7492.0,5,1367.0986195681392
2/25/0,12989.0,5,1590.627580342499
2/26/0,,5,1218.3263220472927
2/27/0,7200.0,6,1665.9085989749253
2/28/0,15504.0,5,1699.6894561607085
2/29/0,14672.0,6,1833.7454000728744
2/29/1,25365.0,6,1770.6567206918164
2/30/0,8857.0,6,1731.821264778304
2/30/1,1892.0,6,1513.6070867604035
2/32/0,2946.0,6,2033.4526228178665
2/32/1,40319.0,6,2161.603771191158
2/33/0,5606.0,6,1686.5167441043502
2/34/0,35702.0,6,1845.0502226100155
2/35/0,20940.0,6,1782.4242026989818
2/35/1,27491.0,6,2064.8780630752276
2/36/0,5465.0,6,1785.8232145055
2/37/0,47248.0,7,1997.5263014468012
2/37/1,100.0,7,1148.3812099955906
2/38/0,5101.0,7,1703.6771642699211
2/40/0,69131.0,6,1982.5757820871065
2/40/1,43026.0,6,1784.9813435862682
2/41/0,23400.0,5,1628.4121226689513
2/41/1,37300.0,6,1742.3261661515917
2/44/0,4147.0,5,1380.3042746999217
2/52/0,3772.0,5,1614.7615583956717
2/53/0,56822.0,5,1839.6826669316013
2/55/0,18824.0,5,1770.0834095733478
2/60/0,448.0,6,1218.705436518272
2/61/0,,6,
2/62/0,34948.0,7,2025.8305754511603
2/64/0,16825.0,6,1654.0539699164128
2/64/1,22478.0,7,2009.3024136342942
2/65/0,9164.0,5,1531.601735734685
2/66/0,2088.0,5,1322.0102548498514
2/67/0,77376.0,5,1776.6861082138505
2/67/1,3833.0,6,1636.1878614843206
2/71/0,5605.0,5,1436.1202293733602
2/72/0,8297.0,5,1438.0540278359765
2/73/0,37726.0,4,1422.9848731103907
2/75/0,8879.0,5,1436.3622231917534
2/75/1,166.0,4,
2/76/0,6813.0,6,1616.3589527992028
2/77/0,16455.0,6,1687.6542780803097
2/80/0,1340.0,6,1602.4470501975304
2/81/0,11229.0,6,1825.3477857805494
2/82/0,536.0,5,
2/83/0,7784.0,5,1859.1276760868363
2/83/1,12061.0,5,1510.520704384202
2/85/0,3186.0,5,1486.1049564855382
2/86/0,16190.0,5,1616.6162302053467
2/87/0,5324.0,5,1561.5895285727997
2/88/0,6966.0,6,1607.8038631712052
2/89/0,16606.0,6,1764.6512685715848
2/89/1,21610.0,5,1728.6611641426339
2/90/0,5619.0,5,1594.6010135027288
2/91/0,44551.0,6,1781.989659791558
2/91/1,5529.0,5,1563.253507994758
2/92/0,10737.0,6,1734.6429848949049
2/93/0,20198.0,6,1793.4224543811595
2/97/0,185.0,7,1234.275954007724
2/97/1,15185.0,7,1808.7116958899103
2/98/0,9723.0,6,1769.9796720022423
2/98/1,511.0,5,1195.056900146772
2/99/0,10235.0,7,1923.4908108806699
2/99/1,2927.0,6,1678.716910871743
2/101/0,12621.0,6,1716.4805513863187
2/102/0,1985.0,7,1745.554198167066
2/103/0,494.0,7,1436.463135907891
2/103/1,51390.0,7,2131.9117007112504
2/105/0,3138.0,6,1541.042895204514
2/106/0,53574.0,6,2243.1211742003425
2/106/1,9977.0,6,1630.6047499105348
2/108/0,31644.0,6,1768.488813205291
2/108/1,40513.0,5,1672.8206774195753
2/110/0,100.0,5,956.6782875298613
2/113/0,,4,1325.1562746636182
2/113/1,8410.0,5,1605.8933185288718
2/114/0,19374.0,6,1766.3186242063227
2/115/0,7398.0,5,1626.2979242658291
2/115/1,11487.0,6,1639.7343302021225
2/116/0,3222.0,6,1524.5025141515614
2/116/1,30088.0,6,2103.889970435389
2/117/0,7858.0,6,1706.054816207319
2/118/0,3193.0,6,1653.1865413117062
2/119/0,14022.0,7,2100.1142511617727
2/119/1,32204.0,7,1964.6747805274058
2/120/0,2580.0,6,1568.502088318858
2/122/0,70110.0,7,1967.9864985868082
2/124/0,490.0,7,1542.4014628472532
2/125/0,1548.0,7,1713.8128663067516
2/126/0,25972.0,6,1938.882425597848
2/126/1,26453.0,6,1777.7201622129762
2/128/0,15209.0,7,2045.4286739474476
2/129/0,9774.0,7,2014.7610527043523
2/133/0,3752.0,6,1648.7228626614972
2/134/0,4071.0,6,1505.3300933600772
2/135/0,2731.0,5,1582.1816541047613
2/136/0,2128.0,5,1407.1143207308946
2/137/0,10582.0,5,1598.6877289972924
2/138/0,196.0,6,1040.5540077715505
2/139/0,11193.0,5,1549.4291783640022
2/140/0,9183.0,5,1418.470722075988
2/141/0,19700.0,5,1737.3545286115607
2/141/1,20939.0,5,1561.5941633845985
2/142/0,50816.0,5,1717.0506958732462
2/142/1,19114.0,6,1720.5092194262147
2/143/0,17090.0,7,2114.6216483930816
2/143/1,96861.0,6,2142.4417995533713
2/144/0,4241.0,7,
2/146/0,9055.0,5,1694.424118048455
2/149/0,13585.0,6,1972.818831303799
2/149/1,5783.0,6,1919.362803600107
3/0/0,1698.0,5,1245.2912237807575
3/2/0,13353.0,5,1442.9060996031062
3/3/0,3274.0,5,1447.9950057760814
3/4/0,100.0,6,1129.8218228032872
3/4/1,10775.0,6,1720.1535286977412
3/5/0,100.0,6,
3/5/1,44981.0,7,2078.4975558315086
3/7/0,32786.0,5,1673.4628968667355
3/7/1,3271.0,6,1584.908037337843
3/9/0,8390.0,6,1674.2918473338757
3/10/0,7834.0,6,1676.1867258557668
3/11/0,60421.0,6,1782.9692006983043
3/11/1,22949.0,6,1834.1236363270018
3/12/0,291.0,6,1632.7394544144136
3/14/0,18144.0,5,1795.8036445510954
3/15/0,14093.0,4,1568.8100731509458
3/17/0,1765.0,5,1229.9398478459273
3/18/0,3476.0,5,1412.2860125924624
3/20/0,12225.0,4,1344.0578131512877
3/21/0,659.0,3,998.4690798573199
3/23/0,8197.0,4,1288.9290361322167
3/24/0,2998.0,4,1219.9228907717818
3/25/0,5558.0,6,1596.7936995749665
3/26/0,23493.0,5,1688.4166716200775
3/27/0,14887.0,5,1611.7515146063672
3/27/1,885.0,6,1323.3310033793034
3/30/0,6010.0,5,
3/31/0,100.0,6,1046.681530791506
3/31/1,29810.0,5,2076.616610597742
3/32/0,2605.0,5,
3/33/0,9160.0,5,1549.23037047003
3/34/0,395.0,7,1360.7387369877563
3/35/0,4814.0,6,1692.8545433942033
3/35/1,14096.0,7,1912.7029693394672
3/36/0,1019.0,6,1433.4568111911692
3/37/0,20767.0,6,1678.8167038410284
3/37/1,7142.0,6,1752.479477711559
3/39/0,19162.0,6,1830.2764151272052
3/39/1,24007.0,6,1825.5712597891738
3/40/0,64190.0,6,1891.9023897692618
3/40/1,15805.0,6,1857.2392863971586
3/41/0,15377.0,6,1820.91370614612
3/41/1,33180.0,6,1743.2536995553335
3/42/0,13757.0,5,1562.420487305036
3/43/0,282.0,6,1355.0212440896773
3/45/0,9557.0,6,1758.4802664061112
3/45/1,40942.0,6,1814.9421895657456
3/46/0,807.0,5,1246.8432349798277
3/46/1,56473.0,6,2040.3395467052048
3/47/0,19255.0,5,1620.126607266568
3/47/1,9546.0,5,1591.3425633768056
3/50/0,39885.0,5,1643.394939475309
3/50/1,13919.0,5,1512.0697792916517
3/58/0,946.0,5,1194.3208399693729
3/60/0,13067.0,6,2039.5271997274792
3/61/0,40116.0,6,1801.9906171871726
3/61/1,8331.0,5,1645.7916859029804
3/62/0,6376.0,5,1771.7959119088443
3/65/0,5463.0,6,1598.586777292844
3/66/0,43079.0,7,1932.7751385549232
3/69/0,13107.0,6,1667.144927601124
3/70/0,3872.0,6,1633.048500505994
3/72/0,75186.0,6,1856.5145920571595
3/72/1,24488.0,6,2093.3023656813384
3/73/0,12104.0,6,2061.134077168572
3/75/0,1438.0,5,1370.1531748067341
3/75/1,52017.0,5,1773.6189669296741
3/76/0,3363.0,5,1438.8413898219362
3/77/0,2138.0,5,1275.3927956639866
3/78/0,33690.0,6,1931.207225769878
3/80/0,288.0,6,1269.7297976896725
3/80/1,28109.0,5,1693.5340874197852
3/81/0,1868.0,6,
3/81/1,12120.0,6,1695.4751653620458
3/82/0,9044.0,6,1716.5719993066148
3/83/0,7859.0,5,2166.6277431900867
3/83/1,12347.0,5,1630.6975788969899
3/84/0,23582.0,5,1661.9203013018446
3/84/1,13174.0,6,1785.608480041361
3/85/0,36336.0,5,1613.3777060661848
3/85/1,27444.0,6,1949.8914908210722
3/86/0,5910.0,5,1774.494915950769
3/87/0,458.0,5,1080.425643806222
3/89/0,3267.0,6,1616.571270480751
3/89/1,50602.0,6,1820.8874136573604
3/90/0,67640.0,6,1896.3354341814147
3/90/1,9786.0,6,1839.9661153040443
3/91/0,16302.0,6,1857.1638633733676
3/92/0,23876.0,6,1818.096013688651
3/93/0,2182.0,6,1558.5890271908252
3/94/0,9592.0,7,1815.7351438548612
3/94/1,33296.0,6,1949.67186282878
3/95/0,14807.0,6,1704.598685364642
3/95/1,3369.0,6,1527.6135494366151
3/97/0,780.0,7,1495.469225160015
3/97/1,6897.0,7,1788.063343867876
3/98/0,1528.0,6,1478.9038807262725
3/98/1,36377.0,6,1740.9000787536706
3/99/0,4764.0,6,1521.80970132615
3/100/0,6710.0,6,1771.5588366964753
3/100/1,27411.0,6,1893.2022899675983
3/101/0,25085.0,6,1958.405013768862
3/101/1,14151.0,7,1889.04860480476
3/102/0,100.0,6,1136.9181756250875
3/103/0,4411.0,6,1786.8535231186665
3/104/0,37812.0,5,1666.750680632056
3/104/1,47831.0,6,2109.269119586529
3/105/0,5136.0,5,1538.0415752326026
3/106/0,33689.0,5,1990.4849743731415
3/106/1,13721.0,6,1693.7337388369567
3/108/0,29678.0,5,1571.1609082303473
3/109/0,14558.0,5,1582.5012959167957
3/110/0,3670.0,5,1462.5374385048533
3/111/0,1031.0,4,1073.0676389333266
3/115/0,58342.0,6,1905.1959595427954
3/115/1,38570.0,6,1980.1134087847158
3/116/0,6023.0,5,1671.1709736248324
3/117/0,1691.0,6,1483.21697290148
3/117/1,5646.0,6,1571.6456382630527
3/118/0,5855.0,7,1820.2459921031439
3/119/0,4379.0,6,1606.7743458586208
3/119/1,16983.0,6,1728.077565409931
3/121/0,7956.0,7,1775.5002908338563
3/122/0,10063.0,6,1715.862609435621
3/123/0,1326.0,8,1675.7479539334258
3/123/1,15543.0,8,1986.1672054613775
3/124/0,3750.0,6,1643.928931954481
3/125/0,35545.0,8,2105.0324934163064
3/125/1,41034.0,8,2172.036769163777
3/126/0,,6,1565.1317667140356
3/126/1,11815.0,6,1750.5469950046406
3/127/0,1179.0,6,1391.5031483619282
3/127/1,47057.0,7,1923.4936623534259
3/128/0,31226.0,6,2264.431272402636
3/128/1,5729.0,7,1731.4544324713609
3/129/0,9406.0,6,1648.3552184012733
3/131/0,1837.0,6,1477.299090689219
3/132/0,4231.0,5,1485.5240289997278
3/135/0,22564.0,6,1739.7537008889224
3/135/1,8168.0,6,1633.5671425511966
3/137/0,6810.0,4,1576.7460021829443
3/138/0,100.0,5,1263.2261827667849
3/139/0,3683.0,5,1472.5595262184129
3/140/0,7919.0,6,1646.738289756481
3/141/0,3566.0,5,1506.2746135566942
3/143/0,16791.0,5,1992.6820291234271
3/143/1,3070.0,6,1556.6578660068697
3/144/0,41464.0,6,1894.2204910713897
3/145/0,23981.0,6,1976.691931127089
3/145/1,2022.0,6,1526.868996031308
3/146/0,12080.0,6,1751.2425689058127
3/149/0,22761.0,5,1611.1507835846244
4/0/0,12749.0,6,1644.5733812335282
4/3/0,18604.0,6,1663.1768977445174
4/4/0,8538.0,6,1783.2975584674375
4/5/0,4534.0,7,1818.0778643775561
4/7/0,14124.0,5,1595.9607877290798
4/9/0,14171.0,6,1733.503043540985
4/10/0,326.0,6,1181.9068110945666
4/11/0,5156.0,6,1551.3792525210438
4/12/0,4346.0,5,1418.3752983415188
4/13/0,,4,1369.1811961265144
4/16/0,11371.0,4,1410.1703594498224
4/17/0,,4,1321.3631561252391
4/19/0,54312.0,4,1671.667510719163
4/21/0,2466.0,4,1491.6705837978784
4/22/0,8398.0,3,1113.917157446767
4/23/0,7628.0,4,1291.6647440426236
4/24/0,3873.0,5,1461.6581321416347
4/25/0,14330.0,4,1355.550650946897
4/27/0,2260.0,5,1353.5975705244273
4/28/0,7716.0,5,1493.8217741470105
4/29/0,27298.0,6,1728.2268339412055
4/30/0,3723.0,5,1474.0380031203483
4/32/0,4823.0,6,1765.2684810294736
4/33/0,1646.0,6,1493.7353403610687
4/34/0,890.0,6,1440.166398371946
4/34/1,7141.0,6,1727.6471008763863
4/36/0,1630.0,6,
4/36/1,189556.0,6,2126.9607101930114
4/37/0,53543.0,6,1953.8757078898493
4/37/1,4254.0,6,1540.1162748204738
4/38/0,966.0,7,1706.894108615821
4/38/1,13032.0,6,2105.829327083643
4/39/0,15781.0,5,1636.8670911315262
4/40/0,19510.0,6,1820.0899091736228
4/40/1,4986.0,6,1730.913654948088
4/41/0,3689.0,6,1496.047010371101
4/42/0,2335.0,6,
4/43/0,17484.0,5,1730.3269175693586
4/43/1,323.0,6,1210.9399601413184
4/46/0,6307.0,6,1566.4965556706356
4/47/0,25673.0,5,1656.2750094944977
4/47/1,3414.0,6,1611.2161179865027
4/48/0,23896.0,6,1718.3082641609979
4/48/1,30806.0,6,1779.2158826206337
4/49/0,12945.0,5,1592.4356527868556
4/49/1,23488.0,6,1916.7934277417241
4/51/0,15011.0,6,1700.3919598832777
4/52/0,11089.0,6,1609.951309465109
4/52/1,2766.0,6,1579.4202043358762
4/54/0,11304.0,6,1610.7613106526726
4/55/0,13275.0,5,
4/56/0,77561.0,5,1833.2260682861001
4/56/1,14822.0,6,1780.8454227183704
4/57/0,1737.0,5,1411.6057355886392
4/58/0,327.0,5,1144.1479867875166
4/60/0,655.0,5,1204.8235751723407
4/60/1,294.0,6,1136.9176131621396
4/62/0,10983.0,6,1644.2485996375367
4/63/0,,5,1381.818333736042
4/66/0,15547.0,6,1829.9989318708097
4/67/0,11034.0,6,1667.038178509851
4/68/0,3071.0,5,1391.3520900019594
4/70/0,19328.0,6,1829.5911958003678
4/73/0,9619.0,6,1649.5497462251476
4/74/0,4236.0,5,
4/75/0,3271.0,5,
4/75/1,28348.0,6,1839.759147772668
4/76/0,316.0,5,1194.6854371305988
4/77/0,14888.0,6,1814.9583118398687
4/78/0,30455.0,6,1936.2137229127197
4/79/0,9034.0,6,1733.368310089951
4/79/1,21737.0,5,1639.3636100281362
4/80/0,6459.0,6,1722.7367872111877
4/80/1,42480.0,5,1885.8478913050744
4/82/0,1178.0,5,1405.479695374051
4/83/0,14284.0,6,1717.159824931612
4/84/0,30403.0,6,2057.7832473280255
4/85/0,2137.0,5,1482.3337178099957
4/85/1,45220.0,6,1788.9777348840355
4/86/0,872.0,5,1277.4742289537771
4/88/0,103068.0,6,1827.077176715367
4/88/1,,6,1149.0050259738298
4/89/0,6140.0,6,2010.5468478555379
4/91/0,5109.0,6,1636.858234805939
