id,city_id,price,store_id,quantity,ad_level
150,0/90/0,6.25,1,682.0,3.0
151,0/90/0,5.0,2,852.0,3.0
152,0/90/0,5.0,3,660.0,2.0
153,0/90/0,5.75,4,717.0,3.0
154,0/90/0,5.0,5,864.0,5.0
155,0/90/0,5.75,6,717.0,3.0
156,0/90/0,5.5,7,775.0,3.0
157,0/90/0,5.75,8,741.0,3.0
158,0/90/1,5.0,0,2750.0,1.0
159,0/90/1,5.25,1,3850.0,3.0
161,0/94/0,6.75,0,1866.0,3.0
162,0/94/1,5.75,0,2217.0,2.0
163,0/95/0,5.0,0,2625.0,3.0
164,0/96/0,5.0,0,1085.0,3.0
166,0/101/0,6.25,0,2635.0,3.0
167,0/103/0,6.25,0,1588.0,0.0
168,0/103/0,6.0,1,1792.0,0.0
170,0/104/1,6.75,0,2707.0,5.0
171,0/106/0,5.25,0,3295.0,5.0
174,0/107/1,6.5,0,1440.0,2.0
175,0/108/0,6.75,0,700.0,1.0
177,0/110/0,7.0,0,942.0,5.0
183,0/115/0,5.25,0,4262.0,3.0
184,0/118/0,5.75,0,1350.0,0.0
185,0/121/0,5.5,0,1466.0,3.0
186,0/121/0,5.25,1,1474.0,2.0
187,0/121/0,5.5,2,1466.0,3.0
189,0/122/0,6.0,0,1894.0,2.0
190,0/122/0,7.0,1,1154.0,6.0
191,0/122/0,6.75,2,1468.0,5.0
198,0/124/0,5.25,0,2826.0,5.0
199,0/124/0,5.0,1,3297.0,5.0
201,0/126/0,6.0,0,1898.0,2.0
204,0/127/0,5.5,0,2618.0,3.0
205,0/127/0,5.5,1,1571.0,0.0
206,0/127/1,5.0,0,1344.0,0.0
207,0/129/0,6.0,0,650.0,1.0
208,0/130/0,5.25,0,2475.0,3.0
209,0/131/0,6.75,0,1540.0,3.0
210,0/131/0,5.0,1,2940.0,2.0
211,0/131/0,5.75,2,1507.0,0.0
215,0/138/0,6.75,0,1056.0,2.0
216,0/138/0,6.5,1,1212.0,2.0
217,0/138/0,5.5,2,1636.0,0.0
218,0/139/0,6.0,0,1950.0,3.0
219,0/140/0,5.25,0,1725.0,0.0
220,0/140/1,6.25,0,1914.0,6.0
221,0/141/0,5.75,0,1650.0,3.0
224,0/143/1,5.75,0,657.0,0.0
225,0/143/1,5.0,1,2511.0,3.0
226,0/143/1,6.75,2,698.0,5.0
227,0/143/1,6.0,3,600.0,2.0
228,0/143/1,6.5,4,415.0,0.0
230,0/145/0,6.0,0,2406.0,3.0
231,0/145/0,5.0,1,3712.0,3.0
232,0/146/0,5.25,0,1800.0,1.0
237,1/2/0,7.0,0,1871.0,3.0
238,1/2/0,6.0,1,2681.0,3.0
239,1/3/0,6.5,0,1020.0,5.0
242,1/4/1,6.25,0,2212.0,2.0
243,1/4/1,5.25,1,3256.0,2.0
244,1/5/0,5.0,0,2000.0,1.0
245,1/8/0,6.25,0,2612.0,5.0
247,1/9/0,5.75,0,1350.0,1.0
251,1/13/0,6.25,0,2448.0,6.0
256,1/15/1,5.75,0,2296.0,3.0
257,1/16/0,6.0,0,1860.0,2.0
262,1/24/0,5.25,0,2149.0,2.0
263,1/24/0,6.5,1,1247.0,2.0
264,1/25/0,6.0,0,630.0,0.0
265,1/26/0,6.75,0,1725.0,3.0
267,1/28/0,5.75,0,2400.0,6.0
268,1/29/0,5.5,0,540.0,0.0
269,1/30/0,7.0,0,3075.0,3.0
270,1/31/0,6.75,0,1550.0,3.0
271,1/32/0,7.0,0,735.0,2.0
272,1/32/0,5.5,1,2848.0,3.0
273,1/32/0,6.25,2,1846.0,5.0
275,1/34/0,6.0,0,3255.0,6.0
279,1/35/0,6.25,0,952.0,0.0
282,1/37/1,6.25,0,1960.0,1.0
284,1/38/1,5.75,0,1834.0,0.0
285,1/38/1,6.0,1,2878.0,6.0
286,1/39/0,6.5,0,2748.0,5.0
291,1/45/0,7.0,0,1350.0,0.0
292,1/45/1,5.5,0,2182.0,1.0
293,1/45/1,5.5,1,2553.0,2.0
294,1/46/0,5.0,0,2580.0,2.0
296,1/48/0,6.25,0,2650.0,2.0
299,1/52/0,5.0,0,1150.0,1.0
300,1/53/0,5.25,0,1850.0,1.0
301,1/54/0,6.75,0,441.0,1.0
302,1/54/0,6.0,1,769.0,3.0
303,1/54/0,5.75,2,517.0,1.0
304,1/54/0,5.25,3,737.0,1.0
305,1/54/0,6.0,4,769.0,3.0
307,1/56/0,6.5,0,2448.0,6.0
308,1/56/0,6.5,1,1530.0,1.0
309,1/56/1,6.25,0,1971.0,6.0
310,1/59/0,5.25,0,2902.0,2.0
311,1/59/1,6.0,0,738.0,3.0
312,1/59/1,5.0,1,886.0,3.0
313,1/59/1,5.5,2,644.0,2.0
314,1/59/1,,3,545.0,2.0
315,1/59/1,6.25,4,567.0,2.0
316,1/59/1,5.75,5,806.0,5.0
317,1/59/1,7.0,6,662.0,
318,1/60/0,7.0,0,1806.0,5.0
319,1/63/0,5.75,0,2868.0,3.0
320,1/63/0,5.75,1,2960.0,6.0
322,1/65/1,6.25,0,480.0,1.0
323,1/67/0,6.75,0,2669.0,5.0
324,1/68/0,6.25,0,731.0,6.0
325,1/68/0,6.0,1,571.0,2.0
326,1/68/0,5.25,2,870.0,6.0
327,1/68/0,5.5,3,467.0,0.0
328,1/68/0,5.75,4,769.0,
329,1/68/0,5.5,5,830.0,6.0
333,1/74/0,5.75,0,1635.0,1.0
334,1/74/0,6.0,1,2350.0,6.0
343,1/79/0,5.25,0,3257.0,1.0
344,1/79/1,6.75,0,1244.0,1.0
345,1/80/0,6.25,0,1604.0,0.0
346,1/80/0,7.0,1,1943.0,5.0
347,1/80/0,6.5,2,2508.0,3.0
349,1/83/0,5.0,0,2409.0,6.0
350,1/83/0,5.75,1,1015.0,3.0
351,1/83/0,6.25,2,741.0,6.0
352,1/83/0,6.5,3,446.0,1.0
353,1/83/0,5.25,4,1042.0,0.0
354,1/83/1,6.0,0,2544.0,3.0
357,1/84/1,6.0,0,1958.0,1.0
358,1/84/1,5.0,1,4794.0,6.0
359,1/86/0,6.25,0,2000.0,6.0
360,1/87/0,5.0,0,2100.0,1.0
361,1/88/0,6.5,0,1790.0,2.0
362,1/88/1,5.25,0,3861.0,3.0
363,1/89/0,6.75,0,756.0,6.0
364,1/89/0,5.25,1,1093.0,1.0
365,1/89/0,6.75,2,567.0,2.0
366,1/89/0,5.75,3,832.0,3.0
367,1/89/0,7.0,4,706.0,3.0
368,1/89/1,6.75,0,2267.0,2.0
369,1/90/0,6.5,0,2790.0,3.0
370,1/91/0,5.25,0,4131.0,5.0
371,1/91/0,5.25,1,3095.0,2.0
372,1/91/1,5.75,0,1649.0,1.0
373,1/92/0,5.5,0,500.0,1.0
374,1/93/0,6.0,0,612.0,
375,1/93/0,5.75,1,639.0,
376,1/93/0,5.75,2,799.0,3.0
377,1/93/0,6.75,3,703.0,3.0
378,1/93/0,6.25,4,760.0,3.0
379,1/93/0,6.0,5,817.0,6.0
380,1/93/0,6.5,6,754.0,6.0
383,1/96/0,5.75,0,1800.0,1.0
384,1/97/0,7.0,0,1421.0,3.0
385,1/97/0,5.0,1,4213.0,5.0
386,1/97/0,5.5,2,3247.0,5.0
387,1/98/0,6.75,0,727.0,5.0
388,1/98/0,6.5,1,433.0,0.0
389,1/98/0,6.0,2,521.0,1.0
390,1/98/0,6.5,3,481.0,1.0
391,1/98/0,6.75,4,718.0,3.0
392,1/98/0,5.5,5,852.0,3.0
393,1/98/1,5.75,0,4087.0,6.0
394,1/99/0,5.0,0,2268.0,0.0
395,1/99/0,5.5,1,2405.0,2.0
396,1/100/0,5.75,0,3104.0,6.0
397,1/100/1,7.0,0,774.0,1.0
398,1/102/0,6.25,0,425.0,0.0
399,1/102/0,5.25,1,562.0,
400,1/102/0,5.5,2,805.0,3.0
401,1/102/0,,3,425.0,0.0
402,1/102/0,6.5,4,727.0,
403,1/102/0,5.25,5,900.0,6.0
404,1/102/1,5.75,0,3287.0,6.0
405,1/102/1,6.5,1,2211.0,5.0
408,1/105/0,5.5,0,852.0,3.0
409,1/107/0,5.5,0,3181.0,3.0
410,1/107/1,5.25,0,1751.0,0.0
411,1/111/0,5.5,0,1661.0,1.0
412,1/111/0,5.25,1,2856.0,3.0
416,1/114/0,5.0,0,2832.0,1.0
417,1/114/1,6.0,0,1593.0,2.0
418,1/114/1,7.0,1,531.0,0.0
419,1/114/1,6.5,2,1144.0,2.0
420,1/114/1,5.0,3,2301.0,1.0
424,1/117/0,5.5,0,3426.0,1.0
425,1/117/1,5.75,0,4147.0,5.0
429,1/118/1,6.25,0,779.0,1.0
430,1/118/1,5.25,1,2604.0,3.0
431,1/118/1,6.5,2,973.0,6.0
432,1/119/0,5.75,0,3454.0,5.0
436,1/123/0,7.0,0,1275.0,3.0
437,1/124/0,6.75,0,661.0,3.0
438,1/124/0,6.25,1,514.0,0.0
439,1/124/0,5.25,2,2547.0,3.0
440,1/124/0,5.25,3,1972.0,2.0
442,1/125/0,6.75,0,2550.0,3.0
443,1/127/0,7.0,0,1719.0,1.0
444,1/127/1,6.75,0,1579.0,1.0
445,1/128/0,6.0,0,3297.0,5.0
447,1/134/0,6.75,0,1860.0,3.0
448,1/134/0,5.25,1,2006.0,0.0
450,1/137/0,5.75,0,2696.0,6.0
451,1/137/1,6.75,0,2326.0,5.0
454,1/139/0,5.25,0,2606.0,2.0
455,1/139/1,6.75,0,2093.0,5.0
456,1/141/0,6.25,0,1920.0,2.0
457,1/142/0,6.0,0,1080.0,0.0
459,1/144/0,5.75,0,1125.0,0.0
460,1/145/0,7.0,0,1254.0,1.0
461,1/145/0,6.0,1,3006.0,3.0
463,1/146/1,5.25,0,3749.0,6.0
465,1/148/1,6.75,0,1587.0,5.0
466,1/148/1,6.75,1,1567.0,3.0
467,1/148/1,5.75,2,2928.0,5.0
468,1/149/0,5.25,0,1520.0,6.0
469,2/0/0,7.0,0,1577.0,6.0
470,2/0/0,5.0,1,1998.0,0.0
479,2/4/0,6.25,0,2040.0,2.0
480,2/5/0,5.0,0,1933.0,6.0
481,2/5/0,5.5,1,659.0,1.0
482,2/5/0,6.5,2,418.0,0.0
483,2/5/0,5.5,3,989.0,3.0
484,2/5/0,6.75,4,703.0,5.0
486,2/6/0,6.75,0,1333.0,2.0
488,2/7/0,6.75,0,2220.0,2.0
490,2/8/0,6.0,0,2947.0,3.0
491,2/8/1,5.5,0,3638.0,2.0
492,2/9/0,7.0,0,1871.0,5.0
493,2/9/1,5.5,0,1260.0,2.0
494,2/9/1,,1,592.0,2.0
495,2/9/1,6.25,2,616.0,2.0
496,2/9/1,6.5,3,592.0,2.0
497,2/9/1,6.75,4,428.0,0.0
504,2/14/0,7.0,0,1008.0,3.0
513,2/21/0,7.0,0,900.0,2.0
514,2/22/0,5.75,0,750.0,1.0
519,2/26/0,6.5,0,540.0,0.0
520,2/27/0,5.75,0,2904.0,5.0
521,2/28/0,6.0,0,2004.0,1.0
522,2/28/0,7.0,1,1950.0,3.0
531,2/32/0,5.75,0,3235.0,3.0
534,2/33/0,5.75,0,1850.0,1.0
535,2/34/0,6.0,0,1598.0,0.0
536,2/34/0,5.25,1,2333.0,0.0
537,2/34/0,6.5,2,2116.0,3.0
538,2/35/0,5.5,0,3076.0,1.0
539,2/35/1,6.0,0,3767.0,3.0
540,2/35/1,6.0,1,3573.0,3.0
541,2/36/0,6.5,0,1920.0,2.0
542,2/37/0,7.0,0,420.0,1.0
543,2/37/0,5.0,1,940.0,6.0
544,2/37/0,5.75,2,613.0,2.0
545,2/37/0,6.25,3,423.0,0.0
546,2/37/0,5.75,4,511.0,1.0
547,2/37/0,6.5,5,542.0,2.0
548,2/37/0,5.0,6,529.0,
549,2/37/1,5.75,0,2296.0,3.0
551,2/40/0,6.25,0,776.0,3.0
552,2/40/0,6.25,1,776.0,3.0
553,2/40/0,6.5,2,746.0,3.0
554,2/40/0,7.0,3,416.0,0.0
555,2/40/0,6.75,4,718.0,3.0
558,2/41/0,7.0,0,2067.0,3.0
559,2/41/0,5.5,1,3699.0,3.0
560,2/41/1,6.0,0,1789.0,6.0
561,2/41/1,5.0,1,2450.0,2.0
562,2/41/1,5.0,2,3165.0,3.0
563,2/41/1,6.5,3,1182.0,3.0
565,2/52/0,5.25,0,2560.0,6.0
566,2/53/0,6.5,0,874.0,1.0
567,2/53/0,6.25,1,1697.0,6.0
568,2/53/0,6.25,2,1665.0,5.0
569,2/53/0,6.25,3,954.0,0.0
571,2/60/0,5.0,0,1500.0,3.0
572,2/61/0,5.75,0,2240.0,6.0
577,2/64/0,6.25,0,1800.0,0.0
578,2/64/0,5.75,1,2201.0,0.0
579,2/64/1,6.75,0,2431.0,3.0
582,2/67/0,6.25,0,713.0,3.0
583,2/67/0,6.0,1,575.0,2.0
584,2/67/0,6.0,2,767.0,6.0
585,2/67/0,5.0,3,575.0,1.0
586,2/67/0,5.5,4,523.0,
587,2/67/0,5.25,5,657.0,2.0
588,2/67/0,5.0,6,920.0,
589,2/67/0,5.5,7,784.0,3.0
590,2/67/0,5.25,8,849.0,3.0
591,2/67/0,5.5,9,470.0,0.0
592,2/67/0,6.75,10,681.0,6.0
594,2/71/0,6.25,0,1680.0,2.0
601,2/75/0,5.5,0,2639.0,3.0
603,2/76/0,5.5,0,1800.0,1.0
607,2/81/0,5.5,0,3466.0,3.0
608,2/81/0,6.5,1,2146.0,3.0
609,2/82/0,7.0,0,500.0,1.0
611,2/83/1,6.0,0,2678.0,2.0
612,2/85/0,5.75,0,2480.0,6.0
613,2/86/0,5.0,0,2295.0,0.0
614,2/87/0,6.75,0,1300.0,1.0
615,2/88/0,5.5,0,3062.0,5.0
616,2/89/0,6.5,0,2432.0,3.0
617,2/89/0,5.25,1,4302.0,3.0
621,2/90/0,5.25,0,2520.0,2.0
625,2/92/0,6.0,0,3060.0,6.0
626,2/92/0,6.75,1,2002.0,5.0
631,2/97/1,5.25,0,2949.0,2.0
632,2/98/0,5.25,0,3861.0,3.0
636,2/99/1,7.0,0,1749.0,5.0
637,2/101/0,6.5,0,2050.0,1.0
639,2/103/0,6.0,0,1920.0,2.0
640,2/103/1,6.75,0,2024.0,5.0
641,2/103/1,5.25,1,4163.0,3.0
642,2/105/0,6.0,0,1740.0,2.0
643,2/106/0,6.0,0,757.0,
644,2/106/0,6.25,1,703.0,3.0
645,2/106/0,6.25,2,469.0,1.0
646,2/106/0,5.25,3,893.0,6.0
647,2/106/0,5.0,4,1012.0,5.0
648,2/106/0,5.75,5,611.0,2.0
649,2/106/1,6.5,0,2055.0,2.0
651,2/108/1,5.25,0,2651.0,6.0
652,2/108/1,6.0,1,1669.0,5.0
653,2/108/1,6.75,2,902.0,3.0
654,2/108/1,5.5,3,1329.0,0.0
655,2/110/0,6.75,0,775.0,3.0
656,2/113/0,5.5,0,2596.0,6.0
661,2/115/0,5.75,0,2897.0,3.0
662,2/115/1,5.25,0,3405.0,3.0
663,2/115/1,5.25,1,2043.0,0.0
665,2/116/1,5.25,0,3809.0,2.0
666,2/117/0,5.75,0,2100.0,1.0
668,2/119/0,5.75,0,1704.0,1.0
669,2/119/0,6.25,1,1529.0,2.0
670,2/119/1,7.0,0,2306.0,3.0
671,2/119/1,5.5,1,4722.0,6.0
677,2/124/0,6.75,0,500.0,1.0
678,2/125/0,5.0,0,1884.0,5.0
679,2/126/0,5.0,0,4185.0,3.0
680,2/126/0,6.0,1,2034.0,2.0
681,2/126/0,5.5,2,3276.0,3.0
682,2/126/1,6.75,0,1821.0,0.0
686,2/133/0,5.5,0,1920.0,2.0
687,2/134/0,6.25,0,1620.0,2.0
688,2/135/0,5.25,0,2434.0,5.0
690,2/137/0,6.5,0,1952.0,6.0
691,2/137/0,5.25,1,3312.0,6.0
692,2/138/0,5.25,0,864.0,5.0
695,2/140/0,6.75,0,1500.0,1.0
700,2/142/0,5.25,0,890.0,
701,2/142/0,5.25,1,890.0,
702,2/142/0,5.5,2,834.0,5.0
703,2/142/0,5.75,3,610.0,2.0
704,2/142/0,6.75,4,671.0,3.0
705,2/142/0,5.0,5,935.0,6.0
706,2/142/0,6.75,6,433.0,1.0
707,2/142/1,6.5,0,2266.0,2.0
708,2/143/0,5.5,0,2187.0,0.0
709,2/143/0,7.0,1,1458.0,2.0
710,2/143/1,5.75,0,475.0,0.0
711,2/143/1,5.75,1,528.0,1.0
712,2/143/1,6.75,2,540.0,2.0
713,2/143/1,6.25,3,583.0,2.0
714,2/143/1,,4,729.0,3.0
715,2/143/1,6.5,5,467.0,1.0
716,2/143/1,6.0,6,456.0,0.0
717,2/143/1,5.0,7,729.0,2.0
722,2/149/1,6.5,0,2496.0,5.0
723,3/0/0,5.5,0,1440.0,2.0
724,3/2/0,5.5,0,1800.0,0.0
729,3/5/0,6.75,0,1714.0,6.0
736,3/7/0,6.25,0,1152.0,2.0
737,3/7/0,6.0,1,1782.0,3.0
738,3/7/0,6.25,2,1488.0,3.0
739,3/7/0,5.5,3,2621.0,3.0
740,3/7/1,6.0,0,2625.0,3.0
741,3/9/0,6.25,0,2550.0,3.0
742,3/10/0,5.75,0,1665.0,0.0
743,3/11/0,5.0,0,2424.0,5.0
744,3/11/0,5.0,1,2470.0,6.0
745,3/11/0,6.5,2,704.0,
746,3/11/0,5.0,3,2316.0,3.0
747,3/11/0,6.75,4,635.0,3.0
751,3/12/0,5.75,0,785.0,5.0
752,3/14/0,5.25,0,2100.0,1.0
754,3/17/0,6.0,0,1140.0,2.0
755,3/18/0,5.25,0,1260.0,0.0
756,3/20/0,7.0,0,1414.0,6.0
757,3/20/0,6.75,1,917.0,
758,3/21/0,6.75,0,785.0,5.0
760,3/24/0,6.25,0,1000.0,1.0
762,3/26/0,5.5,0,1845.0,0.0
763,3/26/0,5.5,1,3280.0,6.0
764,3/27/0,5.75,0,3280.0,6.0
770,3/33/0,5.25,0,2160.0,0.0
772,3/35/0,6.0,0,1531.0,0.0
775,3/36/0,5.5,0,1875.0,3.0
776,3/37/0,6.75,0,2887.0,6.0
777,3/37/0,7.0,1,1439.0,0.0
778,3/37/1,6.0,0,3456.0,3.0
779,3/39/0,6.5,0,2718.0,3.0
780,3/39/0,7.0,1,2267.0,6.0
781,3/39/1,5.5,0,3427.0,6.0
782,3/39/1,5.25,1,2362.0,1.0
783,3/39/1,6.75,2,1010.0,1.0
784,3/40/0,5.0,0,922.0,
785,3/40/0,5.25,1,867.0,3.0
786,3/40/0,6.75,2,675.0,3.0
787,3/40/0,6.5,3,542.0,2.0
788,3/40/0,6.75,4,522.0,2.0
789,3/40/0,6.5,5,700.0,3.0
790,3/40/0,6.5,6,723.0,
791,3/40/0,5.0,7,529.0,0.0
792,3/40/0,5.0,8,588.0,1.0
795,3/41/1,6.25,0,1425.0,3.0
796,3/41/1,6.75,1,602.0,1.0
797,3/41/1,6.0,2,1198.0,1.0
798,3/41/1,6.75,3,542.0,0.0
801,3/45/0,5.25,0,2293.0,1.0
806,3/46/0,5.75,0,3068.0,6.0
807,3/46/1,6.5,0,2262.0,6.0
808,3/46/1,5.5,1,3653.0,6.0
809,3/46/1,6.75,2,1923.0,5.0
810,3/47/0,5.75,0,3959.0,3.0
811,3/47/1,6.75,0,2440.0,3.0
814,3/50/1,6.5,0,2397.0,3.0
817,3/61/0,5.25,0,1752.0,6.0
818,3/61/0,5.75,1,900.0,3.0
819,3/61/0,5.25,2,986.0,0.0
820,3/61/0,5.75,3,960.0,
821,3/61/0,6.25,4,552.0,
822,3/61/1,6.25,0,2622.0,3.0
823,3/62/0,6.25,0,2550.0,3.0
824,3/65/0,6.75,0,2120.0,5.0
825,3/66/0,6.0,0,605.0,2.0
826,3/66/0,5.25,1,1106.0,2.0
827,3/66/0,6.25,2,726.0,3.0
828,3/66/0,6.5,3,698.0,3.0
829,3/66/0,6.25,4,774.0,6.0
830,3/69/0,6.0,0,2976.0,5.0
831,3/69/0,7.0,1,1207.0,1.0
832,3/70/0,5.75,0,2248.0,3.0
833,3/72/0,5.25,0,897.0,6.0
834,3/72/0,5.5,1,642.0,2.0
835,3/72/0,5.5,2,642.0,2.0
836,3/72/0,5.25,3,881.0,5.0
837,3/72/0,5.25,4,869.0,3.0
838,3/72/0,7.0,5,379.0,0.0
839,3/72/0,6.0,6,736.0,3.0
840,3/72/0,6.25,7,754.0,6.0
841,3/72/1,7.0,0,2356.0,6.0
842,3/73/0,6.5,0,1944.0,5.0
843,3/73/0,5.0,1,2300.0,1.0
845,3/75/1,6.0,0,2820.0,6.0
846,3/75/1,5.5,1,2628.0,2.0
847,3/75/1,6.75,2,1950.0,6.0
848,3/76/0,5.25,0,2558.0,3.0
849,3/77/0,5.75,0,2092.0,3.0
851,3/80/0,6.75,0,880.0,1.0
852,3/80/1,5.75,0,4321.0,3.0
856,3/82/0,6.0,0,2880.0,6.0
857,3/83/0,6.25,0,2842.0,6.0
860,3/84/0,6.25,0,2736.0,6.0
861,3/84/0,5.0,1,3308.0,2.0
862,3/84/1,6.25,0,2376.0,6.0
863,3/84/1,5.0,1,3886.0,5.0
864,3/85/0,6.75,0,2637.0,3.0
865,3/85/0,6.25,1,2980.0,3.0
870,3/86/0,7.0,0,1875.0,3.0
871,3/87/0,5.25,0,1080.0,2.0
872,3/89/0,6.0,0,1392.0,0.0
873,3/89/1,5.25,0,4821.0,3.0
876,3/91/0,6.5,0,1342.0,0.0
877,3/91/0,5.25,1,3156.0,2.0
878,3/92/0,5.0,0,4553.0,5.0
881,3/94/1,6.0,0,2929.0,6.0
882,3/94/1,5.5,1,3644.0,5.0
883,3/94/1,6.75,2,1188.0,1.0
884,3/95/0,7.0,0,1329.0,1.0
885,3/95/0,6.0,1,3315.0,3.0
886,3/95/1,6.25,0,2467.0,3.0
887,3/97/0,5.25,0,2260.0,3.0
888,3/97/1,7.0,0,1628.0,3.0
889,3/98/0,6.75,0,2257.0,6.0
890,3/98/1,6.75,0,846.0,2.0
891,3/98/1,6.75,1,635.0,0.0
892,3/98/1,7.0,2,486.0,1.0
893,3/98/1,6.75,3,635.0,0.0
895,3/100/0,5.5,0,3375.0,3.0
896,3/100/1,5.75,0,3889.0,3.0
897,3/101/0,5.0,0,2898.0,0.0
898,3/101/0,5.0,1,3726.0,2.0
899,3/101/1,6.5,0,1840.0,6.0
900,3/101/1,6.5,1,1851.0,3.0
902,3/103/0,6.75,0,2080.0,6.0
903,3/104/0,6.0,0,2290.0,0.0
904,3/104/0,6.5,1,3319.0,5.0
905,3/104/1,5.75,0,574.0,0.0
906,3/104/1,6.75,1,543.0,2.0
907,3/104/1,5.75,2,1020.0,6.0
908,3/104/1,6.0,3,509.0,1.0
909,3/104/1,6.0,4,509.0,1.0
911,3/106/0,5.75,0,3304.0,5.0
912,3/106/0,5.0,1,2915.0,1.0
913,3/106/1,5.75,0,2468.0,2.0
914,3/108/0,5.75,0,2365.0,6.0
915,3/108/0,5.0,1,2097.0,1.0
916,3/108/0,6.25,2,1061.0,0.0
920,3/111/0,6.5,0,930.0,3.0
921,3/115/0,5.5,0,638.0,2.0
922,3/115/0,5.0,1,1052.0,2.0
923,3/115/0,6.0,2,779.0,6.0
924,3/115/0,6.25,3,701.0,3.0
925,3/115/0,5.5,4,638.0,2.0
926,3/115/0,7.0,5,647.0,3.0
929,3/116/0,5.5,0,2025.0,0.0
933,3/119/0,6.0,0,3045.0,3.0
934,3/119/1,5.5,0,4548.0,3.0
941,3/125/0,7.0,0,1246.0,3.0
942,3/125/0,5.0,1,4121.0,5.0
947,3/126/0,6.25,0,2218.0,3.0
950,3/127/1,6.0,0,797.0,3.0
951,3/127/1,6.25,1,765.0,3.0
952,3/127/1,6.0,2,822.0,6.0
953,3/127/1,6.25,3,740.0,3.0
954,3/127/1,6.5,4,427.0,0.0
957,3/128/1,5.5,0,1861.0,0.0
959,3/131/0,5.25,0,2276.0,5.0
960,3/132/0,6.75,0,1035.0,0.0
963,3/135/1,6.75,0,2157.0,6.0
967,3/140/0,6.25,0,1440.0,0.0
971,3/143/1,5.75,0,1841.0,1.0
972,3/144/0,5.75,0,853.0,5.0
